Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,SMCI,Technology,27.65,62.36,41.92,14.58,0.41,0.53,0.0,17886040000,36.0,30.2,122.68,314.07,8.39,3.7,1.21,1.94,13.88,63.23,3.0,103.19,18.52,5/5/2026 4:30:00 PM,67.9
Investment Master,ORCL,Technology,127.94,345.69,25.52,21.96,0.45,5.47,0.27,368527460000,254.84,99.19,20.63,21.36,63.34,25.21,3.94,1.71,40.54,44.46,1.51,41.97,2.45,6/10/2026 4:30:00 PM,67.5
Investment Master,TRMB,Technology,51.58,87.5,43.71,27.05,0.83,3.26,0.28,12023890000,82.25,59.46,11.81,54.12,66.6,12.37,0.25,1.38,0.46,98.46,1.44,11.02,4.75,5/6/2026 8:30:00 AM,67.2
Investment Master,BAM,Financial,47.52,64.1,55.68,30.59,1.37,14.95,0.63,75879460000,56.93,19.8,23.77,6.87,95.07,49.68,0.5,1.26,79.84,21.5,2.15,18.84,5.85,8/5/2026 8:30:00 AM,67.1
Investment Master,SF,Financial,76.34,89.82,60.84,14.86,0.77,1.79,0.13,11710690000,85.29,11.72,13.39,462.77,86.84,12.91,0.4,1.01,3.5,91.46,2.33,4.31,2.91,4/22/2026 8:30:00 AM,67.0
Investment Master,FSLR,Technology,220.58,320.94,37.21,14.25,0.33,4.37,0.18,23702070000,259.79,17.78,23.64,65.1,41.73,30.73,0.06,1.75,5.47,93.82,2.0,8.22,8.1,4/30/2026 4:30:00 PM,66.9
Investment Master,ABCL,Healthcare,6.74,8.44,52.35,,,25.98,0.27,2058230000,10.5,55.79,96.34,7.05,61.02,-181.75,0.15,1.19,23.04,41.57,1.0,48.56,20.66,8/5/2026 4:30:00 PM,66.9
Investment Master,HPE,Technology,49.56,64.25,60.31,46.61,0.4,1.69,0.04,65627530000,68.59,38.4,40.64,153.39,31.38,3.7,0.84,1.44,0.38,93.75,2.0,67.77,5.14,6/1/2026 4:30:00 PM,66.9
Investment Master,INTU,Technology,282.43,813.68,48.22,17.1,0.67,3.69,0.36,77255050000,463.1,63.97,10.37,11.01,77.64,21.91,0.33,0.98,2.18,90.31,1.71,14.57,5.45,5/20/2026 4:30:00 PM,66.7
Investment Master,MOD,Consumer Cyclical,229.57,323.25,38.43,102.56,0.43,3.83,0.08,12191820000,351.75,53.22,47.47,47.51,23.19,3.82,0.49,1.69,2.04,106.18,1.0,2.36,4.54,5/26/2026 4:30:00 PM,66.4
Investment Master,AUB,Financial,41.82,43.62,58.64,17.78,0.75,2.68,0.05,5985100000,46.0,10.0,57.17,61.05,,14.97,0.28,0.78,1.0,86.25,1.67,8.11,5.72,7/21/2026 8:30:00 AM,66.3
Investment Master,SOFI,Financial,18.55,32.73,57.13,42.07,0.6,4.63,0.13,23794850000,20.42,10.08,35.83,101.0,61.74,11.22,0.18,2.17,1.82,56.49,2.77,188.1,14.94,7/29/2026 8:30:00 AM,66.3
Investment Master,VRT,Industrials,303.58,379.95,46.31,76.21,0.88,10.75,0.36,116607750000,381.83,25.78,30.13,135.9,35.0,14.37,0.77,2.04,0.39,85.85,1.61,14.48,3.78,4/22/2026 8:30:00 AM,66.1
Investment Master,STX,Technology,878.31,1144.97,48.04,83.37,0.4,17.89,0.41,196942570000,1006.95,14.65,44.07,107.51,41.54,21.6,3.82,2.08,0.26,85.96,1.57,6.58,2.94,4/28/2026 4:30:00 PM,66.1
Investment Master,DXCM,Healthcare,74.12,89.98,55.99,31.7,1.15,5.94,0.39,28600900000,85.5,15.35,15.05,92.21,62.64,19.31,0.47,1.42,1.75,98.3,1.39,18.11,4.78,7/30/2026 4:30:00 PM,65.8
Investment Master,CGNX,Technology,65.03,72.88,49.04,76.95,1.25,10.34,0.43,10822260000,77.6,19.33,24.26,121.73,68.02,13.62,0.05,1.49,0.37,102.91,1.8,8.08,4.88,5/6/2026 4:30:00 PM,65.7
Investment Master,DELL,Technology,457.54,469.46,63.2,36.36,0.57,2.21,0.03,296614520000,503.62,10.07,87.49,281.26,19.09,6.27,,1.31,53.53,40.23,1.73,12.98,4.31,5/28/2026 4:30:00 PM,65.5
Investment Master,REGN,Healthcare,656.12,821.07,55.12,15.99,1.08,4.61,0.24,68786980000,826.38,25.95,19.04,-7.16,80.93,29.65,0.09,0.23,3.78,88.2,1.77,3.49,3.46,7/30/2026 8:30:00 AM,65.4
Investment Master,INCY,Healthcare,114.88,118.97,60.19,16.25,1.06,4.28,0.21,22950980000,115.29,0.36,20.87,83.74,91.22,26.71,0.01,0.77,0.93,105.81,2.31,10.58,5.35,7/28/2026 8:30:00 AM,65.3
Investment Master,HYLN,Industrials,4.09,8.49,39.9,,,125.32,0.26,729360000,7.0,71.15,479.14,33.23,-112.67,-888.12,0.02,3.52,30.73,24.98,1.67,11.3,9.15,5/12/2026 4:30:00 PM,65.3
Investment Master,RDN,Financial,36.9,38.9,52.04,9.07,0.94,3.54,0.08,4906790000,43.67,18.35,46.59,-8.43,,40.5,0.27,0.72,1.91,94.48,1.62,5.78,4.43,5/6/2026 4:30:00 PM,65.0
Investment Master,WAY,Healthcare,22.19,41.47,56.11,33.15,0.8,3.68,0.16,4256330000,33.74,52.05,22.4,36.91,55.87,10.9,0.38,0.03,28.74,81.99,1.16,12.93,9.46,4/29/2026 4:30:00 PM,65.0
Investment Master,CEG,Utilities,256.43,412.73,48.55,22.27,0.84,3.23,0.14,92084530000,359.8,40.31,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.34,1.44,12.15,3.62,5/11/2026 8:30:00 AM,64.6
Investment Master,MDB,Technology,344.67,444.74,51.9,,2.11,10.65,0.42,27722470000,403.5,17.07,25.25,111.72,71.67,-1.12,0.02,1.55,3.99,91.1,1.58,3.88,5.03,5/28/2026 4:30:00 PM,64.6
Investment Master,PATH,Technology,11.94,19.84,61.99,19.7,0.99,3.7,0.21,6186360000,13.4,12.23,17.32,203.89,82.71,19.58,0.04,0.97,24.51,61.3,2.73,138.92,35.52,5/28/2026 4:30:00 PM,64.3
Investment Master,AJG,Financial,253.83,316.69,67.37,40.97,1.06,4.36,0.16,65208930000,280.5,10.51,27.65,16.52,90.82,10.76,0.56,0.5,1.93,93.6,1.74,6.82,2.71,7/30/2026 4:30:00 PM,64.2
Investment Master,MGNI,Communication Services,20.2,26.65,63.54,19.51,1.24,4.0,0.72,2892940000,22.54,11.58,5.52,143.89,63.18,21.96,0.47,2.25,2.54,92.63,1.24,14.71,10.54,8/5/2026 4:30:00 PM,64.2
Investment Master,COHR,Technology,310.77,440.0,38.99,148.37,0.7,9.21,0.45,60798840000,391.0,25.82,20.55,990.95,37.93,6.07,0.32,2.06,4.45,83.94,1.65,8.59,4.59,5/6/2026 4:30:00 PM,64.2
Investment Master,AAON,Industrials,112.93,150.45,41.0,79.44,0.64,5.72,0.11,9250290000,149.75,32.6,54.3,36.23,24.54,7.3,0.49,1.43,16.68,88.22,1.57,4.01,5.87,5/7/2026 8:30:00 AM,64.1
Investment Master,ADBE,Technology,220.78,376.18,50.25,12.63,0.55,3.48,0.27,87760050000,255.64,15.79,12.69,8.04,88.82,28.69,0.61,1.42,0.2,85.98,2.59,19.61,4.94,6/11/2026 4:30:00 PM,63.9
Investment Master,GILD,Healthcare,130.04,157.28,50.8,17.69,1.44,5.42,1.06,161453730000,160.57,23.48,5.09,54.29,79.41,30.94,0.94,0.34,0.14,90.13,1.48,25.48,2.06,5/7/2026 4:30:00 PM,63.9
Investment Master,LRCX,Technology,346.1,438.49,48.62,65.33,1.25,19.96,0.84,432822650000,376.82,8.88,23.76,40.55,49.98,30.94,0.35,1.83,0.33,85.56,1.5,28.31,2.27,7/29/2026 4:30:00 PM,63.6
Investment Master,NOW,Technology,104.85,210.2,50.52,62.37,1.0,7.75,0.35,108132640000,140.55,34.05,22.09,2.64,76.56,12.59,0.21,0.95,0.91,87.5,1.32,62.13,6.08,7/22/2026 4:30:00 PM,63.5
Investment Master,SCHW,Financial,101.1,107.5,65.95,20.05,0.59,6.21,0.64,175826600000,119.32,18.02,9.77,38.8,84.12,31.84,0.67,0.76,5.84,84.31,1.52,25.02,1.53,7/21/2026 8:30:00 AM,63.4
Investment Master,KEYS,Technology,325.73,374.96,46.26,53.67,1.23,9.14,0.29,55665750000,398.33,22.29,31.47,35.79,63.9,17.25,0.44,1.22,0.79,92.51,1.75,3.14,1.85,5/19/2026 4:30:00 PM,63.3
Investment Master,AMD,Technology,548.13,584.73,55.23,179.9,0.65,23.86,0.63,893781110000,529.51,-3.4,37.85,92.25,47.09,13.37,0.06,2.47,0.48,69.44,1.55,41.58,2.56,8/4/2026 4:30:00 PM,63.0
Investment Master,AMZN,Consumer Cyclical,247.49,278.55,53.1,29.58,1.11,3.58,0.22,2662277060000,317.32,28.22,16.61,75.33,50.6,12.22,0.51,1.47,8.95,67.69,1.22,100.35,1.02,4/29/2026 4:30:00 PM,62.7
Investment Master,MTSI,Technology,301.76,418.88,37.87,130.84,1.35,21.44,0.95,23023020000,403.0,33.55,22.5,42.88,54.09,16.46,0.29,1.68,9.6,98.34,1.62,2.77,4.01,5/7/2026 8:30:00 AM,62.7
Investment Master,ANET,Technology,182.57,189.82,59.23,62.52,1.88,23.68,0.67,229892630000,190.7,4.45,35.13,26.22,63.54,38.32,0.0,1.6,17.01,73.08,1.12,21.63,2.07,8/4/2026 4:30:00 PM,62.6
Investment Master,CENX,Basic Materials,46.08,70.43,40.04,13.78,0.05,1.79,0.74,4560720000,70.25,52.45,2.41,1037.28,12.67,13.72,0.47,1.96,31.01,72.96,1.0,9.53,13.96,5/7/2026 4:30:00 PM,62.0
Investment Master,GLW,Technology,187.64,271.78,46.79,90.06,1.37,9.89,0.49,161490080000,217.38,15.85,20.05,134.97,35.64,11.09,0.84,1.11,8.44,73.77,1.8,20.52,2.6,7/28/2026 8:30:00 AM,61.9
Investment Master,MLI,Industrials,58.39,70.95,39.42,15.3,1.31,2.95,0.15,12912440000,74.75,28.02,19.28,54.77,27.57,19.37,0.01,1.13,2.07,92.88,2.0,3.96,1.83,4/21/2026 8:30:00 AM,61.6
Investment Master,RMD,Healthcare,193.01,293.82,43.05,18.61,1.34,5.06,0.47,27997330000,268.59,39.16,10.81,10.35,60.74,27.44,0.13,0.76,0.93,76.04,1.93,15.1,10.51,8/6/2026 4:30:00 PM,61.4
Investment Master,RMBS,Technology,105.38,174.1,38.66,50.09,1.13,15.8,1.95,11395470000,144.57,37.19,8.12,-1.71,74.39,31.89,0.02,1.86,0.79,105.06,1.91,4.88,4.55,7/27/2026 4:30:00 PM,61.3
Investment Master,FCX,Basic Materials,61.95,72.28,48.17,32.96,0.45,3.45,0.29,89056830000,72.73,17.4,11.97,152.63,25.84,10.52,0.53,1.37,0.53,88.69,1.65,30.88,2.16,7/23/2026 8:30:00 AM,61.0
Investment Master,DLR,Real Estate,173.11,208.14,36.18,45.79,,9.65,0.6,61915520000,219.87,27.01,16.16,67.62,25.66,20.83,0.82,1.05,0.03,98.91,1.59,8.06,2.25,7/23/2026 4:30:00 PM,60.2
Investment Master,EXEL,Healthcare,55.77,57.57,59.38,18.48,0.98,5.9,0.59,14018070000,51.19,-8.21,9.97,42.14,96.44,35.08,0.09,0.43,3.19,105.02,2.3,28.54,11.73,5/5/2026 4:30:00 PM,60.1
Investment Master,TSEM,Technology,255.49,319.92,53.22,118.67,0.81,17.61,1.14,28552700000,313.83,22.83,15.48,60.32,24.77,15.13,0.05,0.89,6.46,73.49,1.5,2.52,2.41,8/4/2026 8:30:00 AM,60.1
Investment Master,CART,Consumer Cyclical,47.71,53.5,60.58,26.76,0.51,2.9,0.21,11213270000,51.12,7.15,13.6,51.33,72.52,12.37,0.01,0.75,21.69,71.31,2.17,19.26,10.47,5/6/2026 8:30:00 AM,60.0
Investment Master,PLAB,Technology,29.47,56.01,42.54,10.79,5.03,2.02,,1737660000,42.33,43.64,-0.5,268.2,33.77,18.47,0.0,1.38,4.06,96.36,1.0,3.91,6.91,5/28/2026 8:30:00 AM,59.9
Investment Master,AMAT,Technology,595.7,739.63,52.83,55.97,1.12,16.3,1.43,472961630000,632.64,6.2,11.41,33.44,48.96,29.31,0.3,1.59,0.5,82.9,1.49,19.91,2.52,5/14/2026 4:30:00 PM,59.7
Investment Master,GEV,Industrials,1066.01,1195.88,50.8,31.06,1.73,7.28,0.46,286458210000,1226.85,15.09,15.98,1816.17,20.16,23.83,0.21,1.0,0.17,79.91,1.69,11.68,4.35,7/22/2026 8:30:00 AM,59.7
Investment Master,ONB,Financial,26.31,26.7,62.96,13.63,0.69,2.53,0.07,10165470000,28.73,9.2,37.97,35.08,,18.5,0.95,0.84,11.45,97.8,1.75,21.44,6.27,7/22/2026 8:30:00 AM,59.2
Investment Master,YOU,Technology,53.54,62.73,46.34,43.24,0.59,7.59,0.39,7156220000,62.6,16.92,19.7,47.03,61.78,13.0,0.6,1.06,8.11,96.92,2.33,12.12,13.09,5/6/2026 8:30:00 AM,59.2
Investment Master,MRVL,Technology,222.44,329.88,42.63,76.01,0.77,22.35,0.81,194805490000,262.57,18.04,27.57,-81.0,50.64,28.99,0.3,2.22,0.79,78.13,1.43,34.08,3.92,5/27/2026 4:30:00 PM,58.8
Investment Master,APLD,Technology,28.47,50.72,29.04,,,22.89,0.16,8135860000,73.0,156.41,139.29,-120.39,27.07,-54.12,1.72,5.75,9.62,70.16,1.0,70.99,27.49,4/8/2026 4:30:00 PM,58.8
Investment Master,EOG,Energy,138.01,151.88,55.48,13.57,0.67,3.12,0.2,73508050000,158.29,14.69,15.63,39.89,40.88,23.34,0.27,0.26,0.23,97.62,2.14,18.96,3.57,8/5/2026 8:30:00 AM,58.7
Investment Master,EXLS,Technology,27.32,47.11,48.12,17.43,0.67,1.94,0.14,4174029999,40.12,46.85,13.84,5.69,35.7,11.66,0.67,0.83,3.35,100.7,1.36,12.54,8.49,7/28/2026 4:30:00 PM,58.5
Investment Master,QCOM,Technology,178.1,259.92,40.49,19.37,4.48,4.22,,187717410000,228.13,28.09,-3.46,172.6,54.8,22.31,0.56,1.64,0.1,82.4,2.54,40.2,3.82,7/29/2026 4:30:00 PM,58.5
Investment Master,PEGA,Technology,30.68,68.1,43.45,16.52,0.56,3.02,,5127120000,58.5,90.68,-9.6,-59.5,74.84,20.04,0.1,0.87,45.94,56.28,1.27,16.04,17.75,7/21/2026 4:30:00 PM,58.2
Investment Master,DDOG,Technology,270.73,278.7,66.68,722.52,4.9,26.24,0.82,96369110000,249.0,-8.03,32.15,115.46,79.86,3.69,0.32,1.54,9.06,82.6,1.42,14.73,4.55,5/7/2026 8:30:00 AM,57.9
Investment Master,FRSH,Technology,10.47,15.05,59.67,16.49,1.05,3.45,0.21,3009150000,11.75,12.23,16.49,-295.35,83.93,20.69,0.04,0.87,29.05,61.08,2.07,21.5,10.55,8/4/2026 4:30:00 PM,57.8
Investment Master,TLN,Utilities,396.95,451.28,54.83,,,3.87,0.18,18019550000,478.87,20.64,21.64,145.11,63.43,-0.45,6.34,1.62,7.13,104.48,1.47,2.54,6.02,5/5/2026 4:30:00 PM,57.8
Investment Master,WAL,Financial,80.34,97.23,48.87,9.36,0.51,1.57,0.1,8771950000,90.0,12.02,15.42,-7.92,,16.85,0.9,1.33,6.39,84.95,1.56,5.22,5.11,7/21/2026 4:30:00 PM,57.7
Investment Master,BNL,Real Estate,21.87,22.14,63.82,33.7,1.28,8.95,1.08,4193939999,22.9,4.71,8.25,175.03,59.48,25.85,0.93,0.95,1.14,93.99,1.73,12.91,6.81,7/29/2026 4:30:00 PM,57.6
