Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,ADMA,Healthcare,9.26,20.46,63.08,13.66,0.33,4.21,,2146360000,17.75,91.68,-0.27,71.73,61.24,32.43,0.52,0.73,2.83,91.95,1.75,21.28,9.45,5/6/2026 4:30:00 PM,70.6
Investment Master,MSFT,Technology,376.81,555.44,43.55,22.44,1.04,8.79,0.48,2799086190000,557.81,48.03,18.3,23.32,68.31,39.34,0.3,1.12,1.53,75.99,1.23,95.19,1.3,4/29/2026 4:30:00 PM,70.2
Investment Master,ESTC,Technology,59.21,96.07,52.95,16.92,0.66,3.54,0.22,6154780000,75.67,27.8,16.03,2754.97,76.07,21.14,0.46,0.99,13.9,87.08,1.94,6.29,7.03,5/28/2026 4:30:00 PM,70.1
Investment Master,SSRM,Basic Materials,28.01,36.51,44.57,26.99,0.18,3.07,0.04,5811830000,42.88,53.09,83.75,-290.68,43.52,12.17,0.02,-0.1,1.31,71.46,1.0,5.42,2.65,5/5/2026 4:30:00 PM,70.1
Investment Master,TSM,Technology,443.06,478.98,52.18,36.82,0.64,17.29,0.43,2297916120000,478.59,8.02,40.49,64.6,60.72,46.96,0.19,1.39,0.09,15.16,1.24,24.58,0.47,4/15/2026 4:30:00 PM,70.1
Investment Master,ADI,Technology,396.22,445.89,48.37,58.88,0.89,15.15,0.41,192993630000,460.96,16.34,37.25,109.73,58.62,26.01,0.26,1.2,0.28,91.26,1.59,12.05,2.48,5/20/2026 8:30:00 AM,69.7
Investment Master,AR,Energy,34.65,45.75,46.4,11.23,0.18,1.86,0.05,10735820000,49.86,43.9,34.1,160.16,25.84,16.69,0.59,0.34,4.58,89.2,1.6,12.38,4.19,4/29/2026 4:30:00 PM,69.7
Investment Master,AVPT,Technology,12.39,19.95,71.16,61.09,1.11,5.92,0.23,2626890000,16.1,29.94,25.98,340.52,73.59,10.51,0.05,1.16,33.48,54.05,1.6,12.38,8.78,5/7/2026 4:30:00 PM,69.6
Investment Master,CNX,Energy,33.24,43.62,44.05,4.62,0.37,2.03,0.07,4702720000,39.17,17.84,28.26,262.79,50.03,50.93,0.55,0.6,4.03,98.12,3.33,15.83,11.66,4/30/2026 8:30:00 AM,69.6
Investment Master,GMED,Healthcare,76.2,101.4,41.89,17.75,1.17,3.33,0.12,10337760000,106.17,39.33,27.04,66.6,64.08,18.92,0.02,0.95,17.15,82.5,1.62,5.47,4.87,5/7/2026 4:30:00 PM,69.4
Investment Master,FIX,Industrials,1735.0,2073.87,43.68,50.08,0.96,6.03,0.11,61076220000,2120.75,22.23,56.47,120.98,24.51,12.07,0.13,1.69,1.22,96.13,1.42,0.79,2.26,4/23/2026 4:30:00 PM,69.1
Investment Master,GOOG,Communication Services,355.3,404.49,47.55,27.1,1.43,10.25,0.46,4336526160000,435.48,22.57,22.34,81.96,60.43,37.86,0.2,1.23,58.28,27.66,1.41,52.72,1.04,4/29/2026 4:30:00 PM,68.9
Investment Master,GOOGL,Communication Services,358.59,408.6,47.98,27.35,1.44,10.25,0.46,4337862910000,435.67,21.5,22.34,81.96,60.43,37.86,0.2,1.24,51.98,39.36,1.4,89.84,1.54,4/29/2026 4:30:00 PM,68.8
Investment Master,INTU,Technology,265.46,813.8,39.91,16.07,0.63,3.47,0.33,72613130000,470.71,77.32,10.37,11.01,77.64,21.91,0.33,0.98,2.18,90.33,1.59,12.31,4.6,5/20/2026 4:30:00 PM,68.3
Investment Master,RRC,Energy,37.24,48.31,44.88,9.84,0.51,2.73,0.11,8774570000,46.73,25.48,25.67,260.69,38.05,28.06,0.21,0.43,1.53,95.81,2.56,21.41,9.23,7/21/2026 4:30:00 PM,68.1
Investment Master,SF,Financial,74.67,89.82,56.82,14.53,0.76,1.75,0.13,11454510000,86.29,15.56,13.39,462.77,86.84,12.91,0.4,1.0,3.5,91.23,2.33,4.07,2.75,4/22/2026 8:30:00 AM,67.9
Investment Master,HPE,Technology,45.34,64.25,53.12,42.64,0.36,1.54,0.04,60039390000,68.59,51.28,40.64,153.39,31.38,3.7,0.84,1.44,0.38,93.68,2.0,76.15,5.77,6/1/2026 4:30:00 PM,67.9
Investment Master,BAM,Financial,45.5,64.1,45.11,29.29,1.31,14.32,0.6,72653940000,56.99,25.25,23.77,6.87,95.07,49.68,0.5,1.26,79.84,21.5,2.11,19.56,6.08,5/8/2026 8:30:00 AM,67.7
Investment Master,CIEN,Technology,454.77,637.47,46.46,151.37,0.62,11.56,0.29,64374020000,580.18,27.58,39.51,2309.37,40.49,7.87,0.55,1.29,1.02,97.61,1.88,4.76,3.4,6/4/2026 8:30:00 AM,67.7
Investment Master,TRMB,Technology,52.16,87.5,46.7,27.36,0.85,3.3,0.28,12159090000,84.08,61.2,11.81,54.12,66.6,12.37,0.25,1.38,0.46,98.33,1.31,10.0,4.31,5/6/2026 8:30:00 AM,67.6
Investment Master,SMCI,Technology,28.85,62.35,44.54,15.22,0.43,0.55,0.0,18664100000,35.87,24.33,122.68,314.07,8.39,3.7,1.21,1.95,13.88,62.95,3.0,96.23,17.27,5/5/2026 4:30:00 PM,67.6
Investment Master,AUB,Financial,40.95,43.62,54.6,17.41,0.73,2.63,0.05,5860590000,46.0,12.33,57.17,61.05,,14.97,0.28,0.78,1.0,86.27,1.67,8.26,5.83,7/21/2026 8:30:00 AM,67.2
Investment Master,DELL,Technology,439.2,469.48,62.22,34.9,0.55,2.12,0.02,284725040000,503.62,14.67,87.49,281.26,19.09,6.27,,1.31,53.52,40.39,1.73,15.81,5.25,5/28/2026 4:30:00 PM,67.0
Investment Master,BE,Industrials,263.2,351.26,46.39,,0.52,30.57,0.23,74865630000,298.66,13.47,130.37,313.73,31.08,0.25,3.2,3.79,6.31,85.84,2.23,29.78,11.17,4/28/2026 4:30:00 PM,66.9
Investment Master,SOFI,Financial,17.75,32.73,52.65,40.26,0.58,4.43,0.12,22768660000,20.21,13.86,35.83,101.0,61.74,11.22,0.18,2.17,1.81,56.26,2.8,195.79,15.54,7/29/2026 8:30:00 AM,66.5
Investment Master,FSLR,Technology,230.25,320.95,41.83,14.88,0.35,4.57,0.19,24741140000,257.01,11.62,23.64,65.1,41.73,30.73,0.06,1.75,5.47,93.77,1.97,8.54,8.41,4/30/2026 4:30:00 PM,66.3
Investment Master,DXCM,Healthcare,73.98,89.98,58.62,31.64,1.15,5.93,0.39,28546880000,85.5,15.57,15.05,92.21,62.64,19.31,0.47,1.42,1.76,98.55,1.39,17.02,4.49,4/30/2026 4:30:00 PM,65.9
Investment Master,ORCL,Technology,141.6,345.7,29.91,24.31,0.49,6.06,0.29,407874700000,254.84,79.97,20.63,21.36,63.34,25.21,3.94,1.71,40.54,44.43,1.51,37.68,2.2,6/10/2026 4:30:00 PM,65.8
Investment Master,CGNX,Technology,65.0,72.88,48.94,76.91,1.36,10.33,0.43,10817260000,77.4,19.08,24.26,121.73,68.02,13.62,0.05,1.5,0.37,103.23,1.8,6.62,3.99,5/6/2026 4:30:00 PM,65.6
Investment Master,MOD,Consumer Cyclical,238.5,323.26,40.62,106.55,0.44,3.96,0.08,12596560000,351.75,47.48,47.47,47.51,23.19,3.82,0.49,1.69,2.04,106.34,1.0,3.3,6.38,5/26/2026 4:30:00 PM,65.5
Investment Master,STX,Technology,896.0,1145.05,49.38,85.05,0.43,18.25,0.41,200909170000,979.45,9.31,44.07,107.51,41.54,21.6,3.82,2.09,0.26,86.04,1.64,8.45,3.78,4/28/2026 4:30:00 PM,65.4
Investment Master,HYLN,Industrials,4.11,8.49,38.28,,,125.93,0.26,732930000,7.0,70.32,479.14,33.23,-112.67,-888.12,0.02,3.52,30.73,24.99,1.67,10.63,8.6,5/12/2026 4:30:00 PM,65.3
Investment Master,CEG,Utilities,246.23,412.72,41.37,21.38,0.81,3.1,0.13,88421690000,359.8,46.12,23.45,1095.18,13.18,13.3,0.67,1.13,6.48,75.23,1.44,11.38,3.39,5/11/2026 8:30:00 AM,65.2
Investment Master,ABCL,Healthcare,7.12,8.44,57.69,,,27.45,0.28,2174120000,10.5,47.47,96.34,7.05,61.02,-181.75,0.15,1.19,23.04,41.56,1.0,44.91,19.11,5/11/2026 4:30:00 PM,65.2
Investment Master,PATH,Technology,11.2,19.84,53.14,18.48,0.93,3.47,0.2,5803010000,13.4,19.64,17.32,203.89,82.71,19.58,0.04,0.97,24.51,61.22,2.73,126.25,32.28,5/28/2026 4:30:00 PM,65.1
Investment Master,REGN,Healthcare,662.0,821.14,58.99,16.13,1.09,4.65,0.24,69403430000,826.54,24.85,19.04,-7.16,80.93,29.65,0.09,0.23,3.78,88.2,1.77,3.3,3.28,7/30/2026 8:30:00 AM,65.1
Investment Master,WAY,Healthcare,22.47,41.47,60.62,33.57,0.81,3.73,0.17,4310840000,33.74,50.16,22.4,36.91,55.87,10.9,0.38,0.02,28.74,81.95,1.16,12.65,9.25,4/29/2026 4:30:00 PM,64.8
Investment Master,AAON,Industrials,107.98,150.45,33.9,75.96,0.62,5.47,0.1,8844830000,149.75,38.68,54.3,36.23,24.54,7.3,0.49,1.43,16.68,88.28,1.57,3.92,5.75,5/7/2026 8:30:00 AM,64.7
Investment Master,RDN,Financial,37.48,38.9,61.32,9.22,0.95,3.59,0.08,4983910000,43.67,16.52,46.59,-8.43,,40.5,0.27,0.72,1.91,94.56,1.62,5.5,4.22,5/6/2026 4:30:00 PM,64.4
Investment Master,AJG,Financial,253.14,316.9,72.95,40.85,1.05,4.34,0.16,65031660000,275.11,8.68,27.65,16.52,90.82,10.76,0.56,0.5,1.92,93.62,1.59,6.87,2.73,4/30/2026 4:30:00 PM,64.3
Investment Master,MGNI,Communication Services,20.31,26.65,69.86,19.61,1.25,4.03,0.73,2908700000,22.54,10.98,5.52,143.89,63.18,21.96,0.47,2.25,2.54,92.77,1.24,13.42,9.61,5/6/2026 4:30:00 PM,64.3
Investment Master,ADBE,Technology,214.48,384.72,46.6,12.27,0.54,3.38,0.27,85254920000,255.64,19.19,12.69,8.04,88.82,28.69,0.61,1.42,0.2,86.0,2.59,20.89,5.27,6/11/2026 4:30:00 PM,64.2
Investment Master,MDB,Technology,351.02,444.72,54.67,,2.15,10.85,0.43,28232820000,399.82,13.9,25.25,111.72,71.67,-1.12,0.02,1.55,4.01,90.96,1.6,3.83,4.96,5/28/2026 4:30:00 PM,64.2
Investment Master,INCY,Healthcare,118.42,118.78,69.54,16.75,1.14,4.41,0.21,23657470000,113.38,-4.26,20.87,83.74,91.22,26.71,0.01,0.76,0.93,105.82,2.31,10.56,5.34,4/28/2026 8:30:00 AM,63.9
Investment Master,AMZN,Consumer Cyclical,241.0,278.55,46.91,28.8,1.09,3.49,0.21,2592463360000,317.32,31.67,16.61,75.33,50.6,12.22,0.51,1.46,8.95,67.71,1.22,98.95,1.01,4/29/2026 4:30:00 PM,63.7
Investment Master,AMD,Technology,536.26,584.73,54.36,176.0,0.64,23.35,0.62,874425880000,515.49,-3.87,37.85,92.25,47.09,13.37,0.06,2.48,0.48,69.41,1.53,46.76,2.88,5/5/2026 4:30:00 PM,63.6
Investment Master,NOW,Technology,103.8,210.21,50.71,61.75,0.98,7.67,0.35,107049770000,139.95,34.83,22.09,2.64,76.56,12.59,0.21,0.94,0.91,87.46,1.32,59.49,5.82,7/22/2026 4:30:00 PM,63.6
Investment Master,KEYS,Technology,322.2,374.96,44.43,53.09,1.22,9.04,0.29,55062490000,394.17,22.34,31.47,35.79,63.9,17.25,0.44,1.22,0.79,92.37,1.88,2.95,1.74,5/19/2026 4:30:00 PM,63.4
Investment Master,COHR,Technology,331.0,439.98,42.54,158.03,0.75,9.81,0.48,64756620000,391.0,18.13,20.55,990.95,37.93,6.07,0.32,2.07,4.45,89.49,1.65,8.94,4.79,5/6/2026 4:30:00 PM,63.4
Investment Master,LRCX,Technology,350.0,438.49,49.01,66.06,1.27,20.19,0.85,437699870000,370.04,5.73,23.76,40.55,49.98,30.94,0.35,1.84,0.33,85.72,1.5,29.88,2.4,4/22/2026 4:30:00 PM,63.3
Investment Master,BEAM,Healthcare,37.0,38.26,62.97,,,23.21,0.07,3806540000,50.07,35.32,324.87,26.46,86.36,-39.66,0.22,2.2,8.89,96.62,1.31,28.31,30.2,5/7/2026 8:30:00 AM,63.2
Investment Master,VRT,Industrials,329.0,379.95,53.38,82.59,0.96,11.65,0.39,126371800000,378.67,15.1,30.13,135.9,35.0,14.37,0.77,2.04,0.38,85.95,1.61,14.98,3.92,4/22/2026 8:30:00 AM,63.1
Investment Master,FCX,Basic Materials,58.32,72.28,37.87,31.03,0.42,3.25,0.27,83838490000,72.54,24.38,11.97,152.63,25.84,10.52,0.53,1.38,0.53,88.81,1.65,30.99,2.17,4/23/2026 8:30:00 AM,63.0
Investment Master,CENX,Basic Materials,44.73,70.43,35.55,13.37,0.04,1.74,0.72,4427110000,71.0,58.73,2.41,1037.28,12.67,13.72,0.47,1.97,31.01,73.08,1.0,8.25,12.09,5/7/2026 4:30:00 PM,62.9
Investment Master,SCHW,Financial,101.7,107.51,71.81,20.17,0.63,6.24,0.64,176870070000,116.84,14.89,9.77,38.8,84.12,31.84,0.67,0.76,5.84,84.32,1.52,22.63,1.38,7/21/2026 8:30:00 AM,62.9
Investment Master,MLI,Industrials,56.1,70.95,27.05,14.7,1.26,2.84,0.15,12406020000,74.75,33.24,19.28,54.77,27.57,19.37,0.01,1.13,2.07,92.85,2.0,3.72,1.72,4/21/2026 8:30:00 AM,62.8
Investment Master,COCO,Consumer Defensive,68.73,85.83,40.79,49.79,1.48,5.96,0.16,3925350000,76.67,11.55,37.31,60.07,37.2,12.59,0.04,0.76,13.78,90.87,1.55,4.53,9.2,4/29/2026 8:30:00 AM,62.5
Investment Master,TSEM,Technology,220.67,319.95,41.26,102.49,0.7,15.21,0.98,24661300000,313.83,42.22,15.48,60.32,24.77,15.13,0.05,0.9,6.46,73.49,1.5,2.64,2.52,5/13/2026 8:30:00 AM,62.3
Investment Master,MTSI,Technology,315.14,418.9,39.33,136.64,1.41,22.39,1.0,24043850000,403.0,27.88,22.5,42.88,54.09,16.46,0.29,1.69,9.6,98.19,1.62,2.92,4.24,5/7/2026 8:30:00 AM,62.0
Investment Master,GLW,Technology,194.8,271.76,48.78,93.5,1.46,10.27,0.51,167652250000,216.23,11.0,20.05,134.97,35.64,11.09,0.84,1.12,8.43,73.99,1.8,23.76,3.02,4/28/2026 8:30:00 AM,61.2
Investment Master,ANET,Technology,187.4,181.27,63.03,64.17,1.93,24.3,0.69,235974570000,190.3,1.55,35.13,26.22,63.54,38.32,0.0,1.6,17.04,73.02,1.12,20.2,1.93,5/5/2026 4:30:00 PM,61.2
Investment Master,RMD,Healthcare,208.0,293.83,55.48,20.05,1.44,5.45,0.5,30171730000,269.96,29.79,10.81,10.35,60.74,27.44,0.13,0.76,0.93,76.0,1.93,12.92,8.99,4/30/2026 4:30:00 PM,60.7
Investment Master,TLN,Utilities,371.49,451.28,46.64,,,3.62,0.17,16863800000,478.87,28.91,21.64,145.11,63.43,-0.45,6.34,1.65,7.12,103.86,1.44,2.37,5.62,5/5/2026 4:30:00 PM,60.4
Investment Master,ONB,Financial,25.66,26.7,55.98,13.29,0.64,2.47,0.07,9914330000,28.55,11.26,37.97,35.08,,18.5,0.95,0.84,11.45,97.8,1.75,21.83,6.38,7/22/2026 8:30:00 AM,60.3
Investment Master,PLAB,Technology,28.76,56.0,39.08,10.53,4.91,1.97,,1695800000,42.33,47.18,-0.5,268.2,33.77,18.47,0.0,1.39,4.06,96.23,1.0,3.83,6.77,5/28/2026 8:30:00 AM,60.2
Investment Master,CART,Consumer Cyclical,47.96,53.5,63.3,26.9,0.51,2.92,0.21,11272030000,51.12,6.59,13.6,51.33,72.52,12.37,0.01,0.75,21.69,71.3,2.12,18.98,10.31,5/6/2026 8:30:00 AM,59.9
Investment Master,EXEL,Healthcare,56.0,57.57,63.33,18.56,0.99,5.93,0.59,14075880000,50.38,-10.04,9.97,42.14,96.44,35.08,0.09,0.43,3.19,104.92,2.3,30.64,12.59,5/5/2026 4:30:00 PM,59.6
Investment Master,RBRK,Technology,83.0,99.75,63.12,,,11.99,0.31,17083750000,94.35,13.67,38.99,61.43,80.58,-20.25,,1.09,26.68,57.42,1.1,14.37,9.52,6/4/2026 4:30:00 PM,59.6
Investment Master,DDOG,Technology,259.4,278.71,65.43,692.29,4.32,25.15,0.78,92336080000,249.0,-4.01,32.15,115.46,79.86,3.69,0.32,1.54,9.06,82.58,1.42,14.61,4.51,5/7/2026 8:30:00 AM,59.5
Investment Master,DLR,Real Estate,176.3,208.15,37.75,46.63,,9.83,0.61,63056470000,220.03,24.8,16.16,67.62,25.66,20.83,0.82,1.05,0.03,98.86,1.61,8.08,2.26,7/23/2026 4:30:00 PM,59.5
Investment Master,RMBS,Technology,114.78,174.09,42.61,54.56,1.23,17.21,2.12,12411960000,144.57,25.95,8.12,-1.71,74.39,31.89,0.02,1.87,0.79,105.07,1.91,7.68,7.16,4/27/2026 4:30:00 PM,59.3
Investment Master,S,Technology,17.4,21.4,59.08,,0.66,5.69,0.27,5964780000,19.34,11.15,20.8,64.4,73.0,-30.38,0.0,0.8,6.94,78.28,1.89,22.08,6.92,5/28/2026 4:30:00 PM,59.3
Investment Master,AMAT,Technology,599.92,739.64,53.52,56.37,1.15,16.41,1.44,476314440000,618.09,3.03,11.41,33.44,48.96,29.31,0.3,1.6,0.51,83.11,1.49,21.91,2.77,5/14/2026 4:30:00 PM,59.2
Investment Master,EOG,Energy,137.59,151.87,56.35,13.53,0.66,3.11,0.2,73284350000,158.29,15.04,15.63,39.89,40.88,23.34,0.27,0.26,0.23,97.51,2.14,18.46,3.47,5/5/2026 4:30:00 PM,58.9
Investment Master,PAYC,Technology,136.7,248.95,53.95,15.8,0.89,3.11,0.4,6511220000,151.6,10.9,7.8,22.84,74.06,22.44,0.94,0.78,14.34,97.47,2.45,3.99,9.79,5/6/2026 4:30:00 PM,58.9
Investment Master,SYF,Financial,68.26,88.76,34.23,7.07,0.78,1.21,,22960630000,89.59,31.25,-2.87,19.88,81.03,18.53,1.0,1.32,0.52,108.44,1.92,21.24,6.35,7/21/2026 8:30:00 AM,58.8
Investment Master,WAL,Financial,78.71,97.23,44.01,9.17,0.48,1.54,0.1,8593980000,90.0,14.34,15.42,-7.92,,16.85,0.9,1.34,6.39,84.95,1.56,4.09,4.0,7/21/2026 4:30:00 PM,58.8
Investment Master,EXLS,Technology,27.5,47.11,49.4,17.55,0.72,1.95,0.14,4201529999,41.0,49.09,13.84,5.69,35.7,11.66,0.67,0.83,3.35,101.41,1.27,13.11,8.88,4/28/2026 4:30:00 PM,58.7
Investment Master,GWRE,Technology,134.46,272.57,56.08,72.45,1.3,7.88,0.29,11194650000,201.91,50.16,26.93,-63.85,63.97,11.25,0.53,0.94,0.66,106.24,1.44,5.38,6.5,6/4/2026 4:30:00 PM,58.7
Investment Master,FRSH,Technology,10.1,15.47,57.61,15.9,1.01,3.33,0.2,2902810000,11.75,16.34,16.49,-295.35,83.93,20.69,0.04,0.88,29.07,60.97,2.07,18.78,9.21,5/5/2026 4:30:00 PM,58.5
Investment Master,APLD,Technology,32.5,50.73,35.31,,,26.13,0.19,9287510000,73.0,124.62,139.29,-120.39,27.07,-54.12,1.72,5.75,9.64,70.17,1.0,74.36,28.8,4/8/2026 4:30:00 PM,58.5
