Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Earnings Date,Investment Score
Investment Master,EXE,Energy,87.54,126.61,36.63,6.52,0.58,1.62,0.04,20942100000,130.58,49.17,40.78,553.24,50.24,25.03,0.26,0.34,0.47,93.21,1.48,7.6,3.19,4/28/2026 4:30:00 PM,75.7
Investment Master,LITE,Technology,851.4,1085.69,47.35,158.01,0.32,26.62,0.3,66238920000,1132.81,33.05,90.12,332.76,35.36,17.61,1.11,1.49,2.56,103.98,1.47,9.29,12.26,5/5/2026 4:30:00 PM,75.4
Investment Master,ADSK,Technology,195.24,329.07,36.3,28.53,0.85,5.48,0.28,41195640000,322.41,65.14,19.63,229.12,85.68,19.46,0.85,1.33,0.37,94.95,1.31,7.47,3.55,5/28/2026 4:30:00 PM,75.0
Investment Master,STRL,Industrials,813.77,1005.65,48.33,72.75,0.88,8.66,0.09,24971310000,956.43,17.53,91.59,141.86,22.43,12.02,0.29,1.84,2.46,93.34,1.2,1.7,5.67,5/4/2026 4:30:00 PM,74.0
Investment Master,ICE,Financial,122.91,189.35,21.5,17.9,1.18,5.38,0.23,69507140000,194.93,58.6,23.56,79.47,68.69,30.41,0.71,0.96,0.61,95.54,1.25,10.41,1.85,4/30/2026 8:30:00 AM,73.7
Investment Master,TW,Financial,92.1,147.5,32.14,22.73,1.34,10.06,0.47,21737990000,135.79,47.44,21.21,39.44,88.51,40.23,0.02,0.63,45.75,56.85,2.0,3.07,2.65,4/29/2026 8:30:00 AM,72.8
Investment Master,PODD,Healthcare,157.74,354.87,55.1,36.71,0.72,3.77,0.11,10925810000,238.79,51.38,33.87,158.51,71.64,10.44,0.73,1.08,0.43,105.36,1.41,4.9,7.11,5/6/2026 8:30:00 AM,72.6
Investment Master,BSX,Healthcare,43.48,109.49,27.34,18.23,1.1,3.13,0.27,64626720000,74.3,70.88,11.58,98.72,65.44,17.29,0.43,0.58,0.51,93.74,1.41,29.75,2.01,4/22/2026 8:30:00 AM,72.0
Investment Master,NBIX,Healthcare,170.0,169.58,65.65,26.14,0.45,5.51,0.13,17093490000,194.37,14.34,42.25,2382.36,98.17,21.55,0.12,0.37,1.74,101.42,1.41,5.69,5.76,5/5/2026 4:30:00 PM,72.0
Investment Master,WDC,Technology,651.88,799.85,56.74,38.91,0.47,19.08,0.42,224691390000,592.17,-9.16,45.47,483.37,45.4,54.28,0.18,2.11,0.93,98.89,1.73,26.45,7.75,4/30/2026 4:30:00 PM,71.7
Investment Master,ADMA,Healthcare,8.37,20.46,45.55,12.35,0.28,3.8,,1939940000,17.75,112.07,-0.27,71.73,61.24,32.43,0.52,0.7,2.83,91.91,1.75,21.28,9.45,5/6/2026 4:30:00 PM,71.5
Investment Master,TER,Technology,463.21,472.37,60.09,85.73,0.88,19.16,0.22,72511900000,422.53,-8.78,86.84,314.51,58.52,22.56,0.03,1.73,0.69,96.02,1.95,8.85,5.69,4/28/2026 4:30:00 PM,71.4
Investment Master,AVPT,Technology,11.07,19.95,58.38,54.59,0.99,5.29,0.2,2347030000,16.1,45.44,25.98,340.52,73.59,10.51,0.05,1.15,34.27,53.97,1.6,12.38,8.78,5/7/2026 4:30:00 PM,71.2
Investment Master,NFLX,Communication Services,73.78,134.12,31.48,23.84,0.88,6.57,0.34,310672700000,115.82,56.98,19.31,85.79,49.44,28.29,0.54,1.52,0.64,83.33,1.65,101.03,2.41,7/16/2026 4:30:00 PM,70.9
Investment Master,ESTC,Technology,56.95,96.07,47.5,16.28,0.63,3.4,0.21,5920050000,75.67,32.87,16.03,2754.97,76.07,21.14,0.46,1.01,13.93,87.11,1.94,6.29,7.03,5/28/2026 4:30:00 PM,70.7
Investment Master,MSFT,Technology,368.57,555.41,38.93,21.95,1.01,8.6,0.47,2737898180000,559.02,51.67,18.3,23.32,68.31,39.34,0.3,1.15,1.53,75.96,1.23,95.19,1.3,4/29/2026 4:30:00 PM,70.6
Investment Master,ADI,Technology,391.78,445.91,44.26,58.22,0.88,14.98,0.4,190830960000,460.96,17.66,37.25,109.73,58.62,26.01,0.26,1.19,0.28,91.26,1.59,12.05,2.48,5/20/2026 8:30:00 AM,70.2
Investment Master,SSRM,Basic Materials,28.38,36.52,46.3,27.34,0.18,3.11,0.04,5887560000,43.48,53.21,83.75,-290.68,43.52,12.17,0.02,-0.1,1.31,71.46,1.0,5.42,2.65,5/5/2026 4:30:00 PM,70.1
Investment Master,AR,Energy,34.44,45.75,44.4,11.16,0.17,1.85,0.05,10670750000,50.62,46.98,34.1,160.16,25.84,16.69,0.59,0.33,4.58,89.19,1.6,12.38,4.19,4/29/2026 4:30:00 PM,70.0
Investment Master,SF,Financial,67.98,89.83,31.69,13.23,0.71,1.59,0.12,10428250000,87.14,28.18,13.39,462.77,86.84,12.91,0.4,1.01,3.5,91.24,2.33,4.07,2.75,4/22/2026 8:30:00 AM,69.9
Investment Master,CNX,Energy,33.29,43.62,43.17,4.63,0.37,2.03,0.07,4709790000,39.25,17.9,28.26,262.79,50.03,50.93,0.55,0.58,4.35,98.09,3.33,15.83,11.66,4/30/2026 8:30:00 AM,69.6
Investment Master,PNFP,Financial,100.76,120.45,62.06,13.96,0.5,3.62,0.03,15225520000,116.71,15.83,136.95,-49.79,,14.87,0.41,1.02,1.46,84.83,1.57,5.02,3.37,7/22/2026 4:30:00 PM,69.5
Investment Master,GOOG,Communication Services,351.28,404.47,45.55,26.8,1.43,10.1,0.45,4275021820000,433.76,23.48,22.34,81.96,60.43,37.86,0.2,1.26,58.18,27.72,1.39,52.72,1.04,4/29/2026 4:30:00 PM,69.3
Investment Master,GOOGL,Communication Services,353.65,408.61,45.56,26.98,1.44,10.09,0.45,4269421990000,433.97,22.71,22.34,81.96,60.43,37.86,0.2,1.26,52.1,39.44,1.38,89.84,1.55,4/29/2026 4:30:00 PM,69.3
Investment Master,DELL,Technology,414.61,469.49,60.48,32.95,0.53,2.0,0.02,268783800000,501.24,20.89,87.49,281.26,19.09,6.27,,1.32,53.52,40.4,1.73,15.81,5.25,5/28/2026 4:30:00 PM,69.1
Investment Master,UUUU,Energy,14.59,27.9,39.62,,,42.96,0.38,3645560000,26.53,81.84,112.08,64.53,24.76,-82.7,0.94,1.52,1.59,68.06,1.22,37.77,15.36,5/6/2026 4:30:00 PM,69.0
Investment Master,ALAB,Technology,455.96,441.01,68.94,307.33,2.18,78.04,0.84,78155170000,285.92,-37.29,93.4,148.21,75.99,26.72,0.03,3.7,18.28,71.36,1.84,11.51,8.22,5/5/2026 4:30:00 PM,68.9
Investment Master,TSM,Technology,455.1,476.79,58.32,37.82,0.67,17.76,0.44,2360367080000,474.57,4.28,40.49,64.6,60.72,46.96,0.19,1.37,0.09,15.16,1.23,24.58,0.47,4/15/2026 4:30:00 PM,68.9
Investment Master,NBIS,Technology,261.15,299.86,56.94,87.13,,74.86,0.12,65718509999,259.0,-0.82,621.52,521.4,7.48,95.27,1.31,4.25,19.77,50.32,1.94,50.93,25.21,5/13/2026 8:30:00 AM,68.8
Investment Master,RRC,Energy,36.35,48.31,36.98,9.6,0.48,2.67,0.1,8564870000,47.05,29.44,25.67,260.69,38.05,28.06,0.21,0.42,1.53,95.8,2.56,21.41,9.23,4/21/2026 4:30:00 PM,68.5
Investment Master,HAPN,Financial,20.46,21.67,70.13,13.69,0.2,1.51,0.05,2360080000,23.25,13.64,29.5,337.61,74.25,11.21,0.04,1.91,3.28,89.75,1.0,6.27,5.62,4/27/2026 4:30:00 PM,68.4
Investment Master,BAM,Financial,44.01,64.1,35.27,28.34,1.27,13.85,0.58,70274730000,57.22,30.02,23.77,6.87,95.07,49.68,0.5,1.28,79.84,21.48,2.11,19.56,6.08,5/8/2026 8:30:00 AM,68.3
Investment Master,INTU,Technology,266.4,813.68,36.45,16.13,0.63,3.48,0.34,72870250000,472.86,77.5,10.37,11.01,77.64,21.91,0.33,1.01,2.18,90.3,1.59,12.31,4.6,5/20/2026 4:30:00 PM,68.3
Investment Master,TRMB,Technology,50.77,87.5,37.77,26.63,0.82,3.21,0.27,11835070000,85.33,68.07,11.81,54.12,66.6,12.37,0.25,1.39,0.46,98.38,1.31,10.0,4.31,5/6/2026 8:30:00 AM,68.3
Investment Master,HPE,Technology,44.41,64.25,49.86,41.77,0.36,1.51,0.04,58807870000,68.59,54.45,40.64,153.39,31.38,3.7,0.84,1.43,0.38,93.68,2.0,76.15,5.77,6/1/2026 4:30:00 PM,68.2
Investment Master,SMCI,Technology,28.15,62.36,40.47,14.85,0.42,0.54,0.0,18209480000,35.87,27.42,122.68,314.07,8.39,3.7,1.21,1.98,13.92,62.8,2.9,96.23,17.27,5/5/2026 4:30:00 PM,68.0
Investment Master,GMED,Healthcare,83.94,101.4,55.46,19.55,1.29,3.67,0.14,11387820000,108.64,29.43,27.04,66.6,64.08,18.92,0.02,0.92,17.15,82.25,1.67,5.47,4.87,5/7/2026 4:30:00 PM,67.5
Investment Master,DXCM,Healthcare,69.98,89.98,48.26,29.93,1.09,5.6,0.37,27003390000,85.88,22.72,15.05,92.21,62.64,19.31,0.47,1.44,1.76,98.69,1.38,17.02,4.49,4/30/2026 4:30:00 PM,67.3
Investment Master,SCHW,Financial,90.55,107.5,49.92,17.96,0.58,5.56,0.57,157478720000,116.11,28.23,9.77,38.8,84.12,31.84,0.67,0.75,6.04,84.29,1.52,22.63,1.38,7/21/2026 8:30:00 AM,67.2
Investment Master,CIEN,Technology,478.93,637.47,47.64,159.41,0.66,12.17,0.31,67793929999,582.13,21.55,39.51,2309.37,40.49,7.87,0.55,1.3,1.04,97.69,1.91,4.76,3.4,6/4/2026 8:30:00 AM,67.1
Investment Master,WAY,Healthcare,19.98,41.47,54.0,29.85,0.72,3.31,0.15,3832430000,33.83,69.32,22.4,36.91,55.87,10.9,0.38,0.09,28.74,81.89,1.16,12.65,9.25,4/29/2026 4:30:00 PM,66.7
Investment Master,SOFI,Financial,18.19,32.73,59.53,41.26,0.59,4.54,0.13,23333060000,20.75,14.07,35.83,101.0,61.74,11.22,0.18,2.13,1.99,56.22,2.73,195.79,15.55,4/29/2026 8:30:00 AM,66.6
Investment Master,FSLR,Technology,232.8,320.97,39.01,15.04,0.36,4.62,0.2,25015150000,253.04,8.69,23.64,65.1,41.73,30.73,0.06,1.75,5.61,93.5,2.03,8.54,8.4,4/30/2026 4:30:00 PM,66.0
Investment Master,BE,Industrials,275.01,351.27,48.23,,0.56,31.94,0.24,78224920000,282.16,2.6,130.37,313.73,31.08,0.25,3.2,3.76,6.31,86.05,2.26,29.78,11.17,4/28/2026 4:30:00 PM,65.8
Investment Master,PATH,Technology,10.68,19.84,50.19,17.62,0.88,3.31,0.19,5533530000,13.4,25.47,17.32,203.89,82.71,19.58,0.04,0.98,24.43,61.13,2.73,126.25,32.23,5/28/2026 4:30:00 PM,65.7
Investment Master,VRT,Industrials,306.97,379.91,46.83,77.06,0.89,10.87,0.36,117909880000,378.23,23.21,30.13,135.9,35.0,14.37,0.77,2.04,1.76,85.89,1.61,14.98,3.92,4/22/2026 8:30:00 AM,65.6
Investment Master,ANET,Technology,164.1,179.8,52.38,56.19,1.69,21.28,0.61,206635160000,190.3,15.97,35.13,26.22,63.54,38.32,0.0,1.61,17.05,73.01,1.12,20.2,1.93,5/5/2026 4:30:00 PM,65.5
Investment Master,AJG,Financial,227.12,323.26,64.31,36.65,0.95,3.9,0.14,58347130000,266.58,17.37,27.65,16.52,90.82,10.76,0.56,0.49,1.92,93.59,1.56,6.87,2.73,4/30/2026 4:30:00 PM,65.3
Investment Master,ADBE,Technology,206.43,392.6,40.05,11.81,0.51,3.26,0.26,82055920000,267.75,29.7,12.69,8.04,88.82,28.69,0.61,1.45,0.27,85.96,2.55,20.89,5.27,6/11/2026 4:30:00 PM,65.2
Investment Master,MGNI,Communication Services,19.1,26.65,69.39,18.45,1.17,3.79,0.69,2735410000,22.6,18.32,5.52,143.89,63.18,21.96,0.47,2.18,2.55,92.82,1.24,13.42,9.62,5/6/2026 4:30:00 PM,65.2
Investment Master,VEEV,Healthcare,176.22,310.52,60.5,31.38,1.48,8.62,0.53,28625750000,241.43,37.0,16.32,14.52,74.79,28.37,0.01,0.94,9.0,87.07,1.83,7.5,5.08,6/3/2026 4:30:00 PM,65.1
Investment Master,ORCL,Technology,147.76,345.72,29.34,25.37,0.52,6.32,0.31,425618380000,255.76,73.09,20.63,21.36,63.34,25.21,3.94,1.75,40.66,44.44,1.52,37.68,2.2,6/10/2026 4:30:00 PM,65.1
Investment Master,GILD,Healthcare,126.33,157.28,47.0,17.19,1.44,5.27,1.04,156847520000,161.05,27.48,5.09,54.29,79.41,30.94,0.94,0.35,0.14,89.99,1.55,23.86,1.92,5/7/2026 4:30:00 PM,64.9
Investment Master,MDB,Technology,338.18,444.74,53.21,,2.07,10.45,0.41,27200470000,399.82,18.23,25.25,111.72,71.67,-1.12,0.02,1.56,3.98,90.64,1.6,3.83,4.96,5/28/2026 4:30:00 PM,64.8
Investment Master,AUB,Financial,42.27,42.18,71.3,17.98,0.73,2.71,0.05,6049500000,45.25,7.05,57.17,61.05,,14.97,0.28,0.75,0.99,86.07,1.67,8.26,5.83,4/21/2026 8:30:00 AM,64.7
Investment Master,FIX,Industrials,1948.69,2073.96,53.0,56.25,1.12,6.77,0.12,68598619999,2115.29,8.55,56.47,120.98,24.51,12.07,0.13,1.66,1.24,96.19,1.45,0.79,2.26,4/23/2026 4:30:00 PM,64.7
Investment Master,CEG,Utilities,259.32,412.73,42.62,22.52,0.86,3.27,0.14,93122340000,362.35,39.73,23.45,1095.18,13.18,13.3,0.67,1.12,6.48,75.17,1.44,11.38,3.39,5/11/2026 8:30:00 AM,64.6
Investment Master,BEAM,Healthcare,34.95,36.88,61.11,,,21.92,0.07,3595630000,50.19,43.61,324.87,26.46,86.36,-39.66,0.22,2.15,8.86,96.6,1.28,28.31,30.2,5/7/2026 8:30:00 AM,64.6
Investment Master,MOD,Consumer Cyclical,256.34,323.25,42.42,114.52,0.47,4.26,0.09,13538800000,351.75,37.22,47.47,47.51,23.19,3.82,0.49,1.68,2.04,106.52,1.0,3.3,6.38,5/26/2026 4:30:00 PM,64.6
Investment Master,INCY,Healthcare,114.66,115.56,69.56,16.21,1.11,4.27,0.2,22907020000,113.19,-1.28,20.87,83.74,91.22,26.71,0.01,0.72,0.93,105.74,2.34,10.56,5.34,4/28/2026 8:30:00 AM,64.3
Investment Master,SPGI,Financial,408.56,579.02,46.35,25.85,1.47,7.69,0.74,120933760000,532.82,30.41,10.43,32.33,62.88,30.37,0.45,1.07,0.26,91.0,1.24,4.89,1.66,4/28/2026 8:30:00 AM,64.3
Investment Master,NOW,Technology,99.97,211.49,48.83,59.47,0.95,7.39,0.33,103099860000,140.76,40.8,22.09,2.64,76.56,12.59,0.21,0.98,0.91,87.5,1.34,59.49,5.82,4/22/2026 4:30:00 PM,64.2
Investment Master,RDN,Financial,37.81,38.84,69.45,9.3,0.95,3.62,0.08,5027790000,43.67,15.5,46.59,-8.43,,40.5,0.27,0.7,2.28,94.54,1.62,5.5,4.22,5/6/2026 4:30:00 PM,64.0
Investment Master,AMZN,Consumer Cyclical,240.14,278.55,46.2,28.7,1.08,3.48,0.21,2583212240000,317.28,32.12,16.61,75.33,50.6,12.22,0.51,1.47,8.95,67.71,1.22,98.95,1.01,4/29/2026 4:30:00 PM,63.8
Investment Master,AVAV,Industrials,139.0,417.92,32.88,,1.2,4.31,0.03,6940820000,270.42,94.55,143.41,-7730.35,18.88,-19.35,0.2,1.46,24.94,63.64,1.07,4.8,12.8,6/29/2026 4:30:00 PM,63.3
Investment Master,CGNX,Technology,68.36,71.9,59.91,80.89,1.47,10.87,0.45,11376440000,76.25,11.54,24.26,121.73,68.02,13.62,0.05,1.49,0.37,103.22,1.75,6.62,3.99,5/6/2026 4:30:00 PM,63.2
Investment Master,PLAB,Technology,31.28,56.0,40.67,11.46,,2.14,,1844390000,43.0,37.47,-0.5,268.2,33.77,18.47,0.0,1.38,4.06,95.76,1.0,3.83,6.77,5/28/2026 8:30:00 AM,63.1
Investment Master,CENX,Basic Materials,46.55,70.43,33.18,13.92,0.04,1.81,0.75,4607240000,74.5,60.04,2.41,1037.28,12.67,13.72,0.47,2.0,31.01,73.06,1.0,8.25,12.09,5/7/2026 4:30:00 PM,63.0
Investment Master,HYLN,Industrials,4.79,8.49,41.47,,,146.77,0.31,854190000,7.0,46.14,479.14,33.23,-112.67,-888.12,0.02,3.52,32.13,25.01,1.67,10.63,8.78,5/12/2026 4:30:00 PM,63.0
Investment Master,STX,Technology,968.53,1144.97,54.39,91.93,0.47,19.73,0.45,217172510000,953.55,-1.55,44.07,107.51,41.54,21.6,3.82,2.06,0.27,86.11,1.64,8.45,3.78,4/28/2026 4:30:00 PM,63.0
Investment Master,AMD,Technology,539.49,562.97,59.05,177.06,0.65,23.49,0.62,879692690000,508.32,-5.78,37.85,92.25,47.09,13.37,0.06,2.47,0.48,69.49,1.5,46.76,2.88,5/5/2026 4:30:00 PM,62.3
Investment Master,RMD,Healthcare,198.43,293.8,51.71,19.13,1.34,5.2,0.48,28783540000,276.49,39.34,10.81,10.35,60.74,27.44,0.13,0.76,0.93,75.98,1.93,12.92,8.99,4/30/2026 4:30:00 PM,61.7
Investment Master,AAON,Industrials,125.71,150.46,45.65,88.43,0.72,6.37,0.12,10297120000,149.75,19.12,54.3,36.23,24.54,7.3,0.49,1.42,16.68,88.3,1.67,3.92,5.75,5/7/2026 8:30:00 AM,61.7
Investment Master,RBRK,Technology,76.52,99.75,61.53,,,11.05,0.28,15749980000,94.35,23.3,38.99,61.43,80.58,-20.25,,1.21,26.65,57.41,1.1,14.37,9.52,6/4/2026 4:30:00 PM,61.6
Investment Master,KEYS,Technology,340.13,374.96,47.64,56.04,1.29,9.55,0.3,58126640000,394.17,15.89,31.47,35.79,63.9,17.25,0.44,1.22,0.79,92.48,1.88,2.95,1.74,5/19/2026 4:30:00 PM,61.4
Investment Master,FCX,Basic Materials,61.62,72.27,42.03,32.78,0.43,3.43,0.29,88582430000,72.38,17.46,11.97,152.63,25.84,10.52,0.53,1.37,0.53,88.84,1.65,30.99,2.17,4/23/2026 8:30:00 AM,61.1
Investment Master,DDOG,Technology,248.57,278.7,66.07,663.38,4.47,24.1,0.75,88481030000,243.18,-2.17,32.15,115.46,79.86,3.69,0.32,1.55,9.06,82.49,1.38,14.61,4.51,5/7/2026 8:30:00 AM,60.8
Investment Master,GWRE,Technology,120.87,272.6,47.25,65.12,1.15,7.08,0.26,10063190000,203.83,68.64,26.93,-63.85,63.97,11.25,0.53,0.97,0.66,103.62,1.41,5.38,6.5,6/4/2026 4:30:00 PM,60.7
Investment Master,HQY,Healthcare,87.81,106.6,54.25,32.89,1.06,5.49,0.77,7341110000,115.56,31.6,7.13,33.91,62.64,17.25,0.48,0.21,2.5,105.13,1.35,4.61,5.65,5/28/2026 4:30:00 PM,60.7
Investment Master,EOG,Energy,131.93,151.87,43.38,12.97,0.66,2.98,0.19,70269670000,160.43,21.6,15.63,39.89,40.88,23.34,0.27,0.25,0.35,97.52,2.14,18.46,3.47,5/5/2026 4:30:00 PM,60.5
Investment Master,CART,Consumer Cyclical,47.23,53.5,66.58,26.49,0.51,2.87,0.21,11100450000,50.59,7.11,13.6,51.33,72.52,12.37,0.01,0.65,21.72,71.32,2.11,18.98,10.31,5/6/2026 8:30:00 AM,60.4
Investment Master,RJF,Financial,149.08,177.67,42.75,14.09,0.75,1.76,0.16,29053160000,173.67,16.49,10.82,15.42,87.69,12.96,0.47,0.93,10.56,80.7,2.38,11.08,6.36,7/22/2026 4:30:00 PM,60.3
Investment Master,TSEM,Technology,255.59,319.93,48.36,118.71,0.81,17.61,1.14,28563880000,313.83,22.79,15.48,60.32,24.77,15.13,0.05,0.88,6.46,73.66,1.5,2.64,2.52,5/13/2026 8:30:00 AM,60.1
Investment Master,EXLS,Technology,25.57,47.11,34.71,16.32,0.67,1.81,0.13,3906660000,41.75,63.28,13.84,5.69,35.7,11.66,0.67,0.85,3.35,102.27,1.27,13.11,8.88,4/28/2026 4:30:00 PM,60.0
Investment Master,S,Technology,16.73,21.4,59.59,,0.63,5.47,0.26,5735110000,19.09,14.11,20.8,64.4,73.0,-30.38,0.0,0.83,6.96,78.27,1.95,22.08,6.92,5/28/2026 4:30:00 PM,59.9
Investment Master,PAYC,Technology,127.18,248.93,44.81,14.7,0.83,2.89,0.37,6057770000,151.6,19.2,7.8,22.84,74.06,22.44,0.94,0.8,14.34,97.39,2.45,3.99,9.79,5/6/2026 4:30:00 PM,59.8
Investment Master,EXEL,Healthcare,54.28,55.15,62.77,17.99,1.04,5.74,0.58,13643560000,49.5,-8.81,9.97,42.14,96.44,35.08,0.09,0.41,3.19,105.04,2.3,30.64,12.59,5/5/2026 4:30:00 PM,59.4
Investment Master,ONB,Financial,25.8,26.17,66.17,13.36,0.65,2.48,0.07,9968420000,28.0,8.53,37.97,35.08,,18.5,0.95,0.81,11.45,97.8,1.7,21.83,6.38,4/22/2026 8:30:00 AM,59.3
Investment Master,FTI,Energy,65.23,77.78,42.46,24.96,0.95,2.56,0.24,26007320000,76.19,16.8,10.46,92.99,22.49,10.65,0.39,0.71,1.0,99.79,1.87,14.78,3.74,4/30/2026 8:30:00 AM,59.1
Investment Master,NDAQ,Financial,76.85,101.79,27.93,23.15,1.27,5.26,2.34,43458990000,109.38,42.33,2.25,33.29,57.81,23.15,0.79,1.01,21.35,75.53,1.4,8.73,1.96,4/23/2026 8:30:00 AM,58.8
Investment Master,PEGA,Technology,30.45,68.11,39.34,16.39,0.55,2.99,,5088680000,58.5,92.12,-9.6,-59.5,74.84,20.04,0.1,0.88,45.94,56.24,1.27,13.85,15.33,4/21/2026 4:30:00 PM,58.8
Investment Master,COHR,Technology,391.22,440.02,51.82,186.78,0.91,11.59,0.56,76538020000,388.09,-0.8,20.55,990.95,37.93,6.07,0.32,2.02,4.45,89.29,1.65,8.94,4.79,5/6/2026 4:30:00 PM,58.8
Investment Master,TXN,Technology,285.48,334.01,44.72,48.84,1.4,14.09,0.76,259813320000,301.43,5.59,18.58,31.23,57.32,28.94,0.84,1.32,0.26,90.68,2.28,20.98,2.31,7/22/2026 4:30:00 PM,58.7
Investment Master,FRSH,Technology,10.21,15.47,64.15,16.08,1.02,3.37,0.2,2934430000,11.75,15.08,16.49,-295.35,83.93,20.69,0.04,0.87,29.51,60.94,2.07,18.78,9.2,5/5/2026 4:30:00 PM,58.4
Investment Master,CTSH,Technology,38.74,87.04,23.24,8.41,0.67,0.86,0.15,18357700000,68.52,76.87,5.83,3.61,30.87,10.41,0.07,0.89,0.49,105.23,2.06,59.81,12.68,4/29/2026 8:30:00 AM,58.3
Investment Master,YOU,Technology,56.03,62.73,56.65,45.25,0.62,7.95,0.4,7489040000,63.29,12.96,19.7,47.03,61.78,13.0,0.6,1.07,7.65,95.41,2.25,9.9,10.63,5/6/2026 8:30:00 AM,58.2
Investment Master,RMBS,Technology,123.9,174.09,43.41,58.89,1.32,18.58,2.29,13398170000,144.57,16.68,8.12,-1.71,74.39,31.89,0.02,1.88,0.79,105.69,1.91,7.68,7.16,4/27/2026 4:30:00 PM,58.1
Investment Master,GEV,Industrials,1102.51,1181.94,59.03,32.12,1.83,7.53,0.47,296266500000,1227.4,11.33,15.98,1816.17,20.16,23.83,0.21,1.0,0.15,79.69,1.69,10.54,3.93,7/22/2026 8:30:00 AM,58.1
